reut2-005.sgm, ADIA SERVICES &lt;ADIA> SELLS 500,000 SHARES, Adia Services Inc said itagreed to sell 500,000 shares of common stock to its principalstockholder, Adia S.A., at a price based on the current marketprice.    The sale will raise Adia S.A.'s ownership in the company to74.7 pct from 72.7 pct, Adia said.    The company also said it intends to use proceeds from thestock sale to retire debt, for working capital and for generalcorporate purposes. Reuter&#3;
reut2-005.sgm, MET-PRO CORP &lt;MPR> TO PAY REGULAR DIVIDEND, Qtrly 15 cts vs 15 cts prior    Pay May Eight    Record April 24 Reuter&#3;
reut2-005.sgm, AILEEN INC &lt;AEE> 1SR QTR JAN 31 LOSS, Shr loss 30 cts vs loss 20 cts    Net loss 1,553,000 vs loss 1,031,000    Revs 10.0 mln vs 8,696,000 Reuter&#3;
reut2-005.sgm, INT'L GAME TECHNOLOGY &lt;IGAM> TO SELL DEBT, International Game Technology said itfiled with the Securities and Exchange Commission aregistration statement covering a 35 mln dlr issue of seniornotes due 1995 and a 25 mln dlr issue of convertible seniorsubordinated debentures due 2002.    The company named Drexel Burnham Lambert Inc as solemanager of the offerings. Reuter&#3;
reut2-005.sgm, WOLVERINE WORLD WIDE INC &lt;WWW> 4TH QTR LOSS, Shr loss six cts vs profit 55 cts    Net loss 414,000 vs profit 3,936,000    Sales 109.4 mln vs 126.8 mln    Year    Shr loss 1.75 dlrs vs profit 55 cts    Net loss 12,589,000 vs profit 3,965,000    Sales 341.7 mln vs 389.5 mln    NOTE: Year results include 14.0 mln dlr restructuringcharge in 2nd Qtr of 1986 Reuter&#3;
reut2-005.sgm, MEAD &lt;MEA> FILES 150 MLN DLR SHELF REGISTRATION, Mead Corp said it filed a shelfregistration with the Securities and Exchange Commissioncovering potential debt securities offerings of up to 150 mlndlrs.    It said the underwriters for this offerings may includeSmith Barney, Harris Upham and Co Inc, Goldman Sachs and Coand/or Salomon Brothers Inc.    Mead said proceeds will be used to retire short-term debt,a portion of which was incurred to finance part of the recentacquisitions of Ampad Corp and Zellerbach Distribution Group. Reuter&#3;
reut2-005.sgm, U.S. EXPORTERS REPORT 122,000 TONNES CORN  SOLD TO MEXICO FOR 1986/87, 
reut2-005.sgm, HURCO COMPANIES INC &lt;HURC> FIRST QTR NET, Shr profit three cts vs loss 18 cts    Net profit 124,000 vs loss 370,000    Rev 11.3 mln vs 11.7 mln    Avg shares 3,673,000 vs 2,368,000 Reuter&#3;
reut2-005.sgm, ALCIDE'S &lt;ALCD> SHELF REGISTRATION EFFECTIVE, Alcide Corp said its shelfregistration of 4,500,000 shares of common has been declaredeffective by the Securities and Exchange Commission. Reuter&#3;
reut2-005.sgm, MAXTOR &lt;MXTR> AGREES TO ACQUIRE U.S. DESIGN, Maxtor Corp and U.S. DesignCorp &lt;USDC>, said they reached definitive agreement coveringthe acquisition of U.S. Design by Maxtor.    They said the arrangement, which is subject to a number ofconditions including U.S. Design shareholder approval, callsfor Maxtor to issue 12 mln dlrs worth of its own common stockin exchange for all of U.S. Design.    The number of Maxtor shares to be issued will be determinedby the average closing price of Maxtor stock over the 10trading day period prior to the day the acquisition becomeseffective, the companies also said. Reuter&#3;
reut2-005.sgm, SHARED MEDICAL SYSTEMS CORP &lt;SMED> SETS PAYOUT, Qtly div 18 cts vs 18 cts prior    Pay April 15    Record March 31 Reuter&#3;
reut2-005.sgm, INTERNATIONAL LEASE FINANCE &lt;ILFC> PICKS ENGINE, International Lease Finance Corpsaid it picked the CFM International CFM56-5 high bypassturbofan engine to power its three new Airbus Industries A320aircraft.    International Lease said it is negotiating to buy up to 27more A320s. Initial aircraft deliveries are planned for 1991,the company said. Reuter&#3;
reut2-005.sgm, JWP &lt;JWP> SELLS 30 MLN DLRS OF NOTES, JWP Inc said it sold 30 mlndlrs principal amount of its 9.25 pct senior notes due 1996 tocertain institutional lenders.    The company said about 15 mln dlrs of the proceeds will beused to pay debt and the balance for general corporate purposes. Reuter&#3;
reut2-005.sgm, S/P UPGRADES UNION CARBIDE CORP'S 1.2 BILLION DLRS OF DEBT, 
reut2-005.sgm, ELECTRICITE DE FRANCE SAYS IT WILL LAUNCH EURO-COMMERCIAL PAPER PROGRAM ON MONDAY, 
reut2-005.sgm, STORAGE TECH &lt;STK> IN DISCUSSIONS WITH IRS, Storage Technology Corp said it isholding dicussions with the Internal Revenue Service that couldend their dispute over the amount of back taxes owed by thecompany.    "We are currently pursuing discussions with the IRS thatcould lead to a final solution," Stephen G. Jerritts, presidentand chief operating officer said. "Simultaneously, we aretaking all necessary actions to try to expedite the courtappeal process, resolve these issues and allow final courtapproval of the plan of reorganization, by our target date ofJune 30, 1987," he said.    Last year, Storage Technology's bankruptcy court ruled thatthe company owed about 25 mln dlrs in taxes, an amount muchlower than the IRS is seeking.    The IRS has appealed the court's decision.    Jerritts also said his company and &lt;Siemens AG> of WestGermany extended an agreement under which Storage Technologydistributes a laser printer made by Siemens. Reuter&#3;
reut2-005.sgm, U.S. EARLY MARCH CAR SALES OFF 2.2 PCT, Retail sales of new cars by U.S.automakers eased 2.2 pct in early March to the weakest levelssince 1983, with industry giant General Motors Corp down 9.3pct while Ford Motor Co and Chrysler Corp both had gains.    The decline by GM continued its trend of weaker sales sincethe beginning of the 1987 model year, which has forced theworld's biggest corporation to cut its car production severaltimes through temporary and permanent layoffs at variousplants.    Consumer incentives apparently had some success, analystssaid, as the seasonally adjusted annualized sales rate improvedto 7.5 mln compared with about 7.0 mln in late February. Theeight domestic carmakers sold 8.2 mln units during 1986. Reuter&#3;
reut2-005.sgm, CAPITAL INVESTMENTS FORMS UNIT, &lt;Capital InvestmentsDevelopment Corp> said it formed Bradford-Taylor Clearing HouseInc, a unit that will compile mailing lists for use by thedirect mail industry. Reuter&#3;
reut2-005.sgm, WEIGH-TRONIX INC &lt;WGHT> 4TH QTR NET, Shr 18 cts vs 16 cts    Net 348,298 vs 308,927    Sales 4,166,750 vs 3,740,970    Year    Shr 72 cts vs 52 cts    Net 1,409,867 vs 1,020,096    Sales 16.5 mln vs 15.0 mln    Avg shrs 1,974,529 vs 1,956,214 Reuter&#3;
reut2-005.sgm, GOLDMAN SACHS GIVEN BOGUS EXXON BONDS IN TRADE, Goldman Sachs International Corpreceived forged bonds of a unit of Exxon Corp &lt;XON> in a trade,a spokesman for Goldman Sachs and Co Inc said in a telephoneconversation from New York.    He said the transaction left Goldman Sachs Internationalwith an exposure of about 2.2 mln dlrs but that it hadinsurance to cover the loss.    The spokesman was responding to an enquiry about an item inthe London "Standard" newspaper, which said Goldman Sachs "isfeared to be the victim of a new multi-million pound Cityscandal."    The newspaper also said, "The firm (Goldman Sachs) isbelieved to be the paying agent for some 900 bonds issued inthe name of oil giant Exxon which were deposited at banks inBrussels and have now been found to be forgeries."    The spokesman said that the bonds were delivered to thefirm by a man working on behalf of a third party. He said itwasn't until the bonds were cleared through Euro-clear (a majorclearing house for the eurobond market) that it was discoveredthey were forgeries.    The spokesman also said he believed that the intermediaryhad been apprehended by police. However, a spokesman for theCity of London police said he was unaware of such an arrest andcould neither confirm nor deny it.    Last Friday, Exxon Corp said forgeries of a 20-year zerocoupon euronote issued by its Exxon Capital Corp subsidiaryhave been discovered in the European market. It also saidMorgan Guaranty Trust Co was the fiscal agent and paying agentand that Morgan, Euro-clear and Cedel (another major clearingsystem) and police in London and Brussels were investigatingthe case. Reuter&#3;
reut2-005.sgm, U.S. MEAT GROUP TO FILE TRADE COMPLAINTS, The American Meat Institute, AME,said it intended to ask the U.S. government to retaliateagainst a European Community meat inspection requirement.    AME President C. Manly Molpus also said the industry wouldfile a petition challenging Korea's ban of U.S. meat products.    Molpus told a Senate Agriculture subcommittee that AME andother livestock and farm groups intended to file a petitionunder Section 301 of the General Agreement on Tariffs and Tradeagainst an EC directive that, effective April 30, will requireU.S. meat processing plants to comply fully with EC standards.   Reuter&#3;
reut2-005.sgm, EDF TO LAUNCH EURO-CP PROGRAM MONDAY, &lt;Electricite de France> (EdF) will makeits first offering of Euro-commercial paper in theinternational market on Monday, EdF chief financial officerDaniel Lallier said in a telephone call from Paris.    The program was announced in late January and dealersexpect the company will be pushing to maintain its ability toobtain some of the finest terms available in the internationalmarkets.    Lallier did not say how much would be offered, although hehas noted that EDF would be cautious because it believes themarket is still in its infancy. In January he said EdF may notissue more than 300 to 500 mln dlrs of paper this year.    EdF plans to oversee the program itself, with Goldman SachsInternational Corp, Morgan Guaranty Ltd and Salomon BrothersInternational Ltd acting as dealers for the general program,which will be aimed at institutional and retail investors.    Union Bank of Switzerland will act as dealer for a specificprogram, which is aimed at smaller retail investors. Reuter&#3;
reut2-005.sgm, CBT TRADERS SAY U.S. CONSERVATION SIGNUP NEUTRAL, The 11,254,837 acres of highly erodablefarmland submitted to the U.S. Department of Agriculture forthe conservation reserve program was within trade guesses of10-12 mln and should have an overall neutral impact on grainand soybean prices Monday, grain traders said.    Farmers enrolled 1,894,764 acres of corn base acreage inthe conservation program to take advantage of a corn bonusrental payment that was offered by the USDA, which may underpinnew crop futures, they said.    New crop corn prices firmed earlier this week on ideas of alarge sign-up in the program. But traders noted that the pooryielding acres being set-aside will result in only a modestdecrease in final production figures, since farmers willconcentrate on high yielding land.    Of a total 11,254,837 erodoble acres submitted, usdaaccepted 10,572,402 acres into the program at an average rentalpayment of 51.17 dlrs per acre.    Farm land signed up to date now totals 19,488,587 acres. Reuter&#3;
reut2-005.sgm, MONARCH AVALON INC &lt;MAHI> 3RD QTR JAN 31 LOSS, Shr loss 11 cts vs profit four cts    Net loss 199,000 vs profit 81,000    Rev 1.9 mln vs 2.5 mln    Nine months    Shr loss 14 cts vs profit 15 cts    Net loss 261,000 vs profit 273,000    Rev 6.4 mln vs 7.6 mln    NOTE: Per share information adjusted for three-for-twostock split on January 31, 1986. Reuter&#3;
reut2-005.sgm, B.C. RESOURCES HAS NEW 360 MLN DLR CREDIT LINE, British ColumbiaResources Investment Corp said it successfully concludedrefinancing negotiations with bankers for a new 360 mln dlrrestructured credit facility.    The credit line will be in place for four years to March31, 1991, but is extendable up to 10 years under certaincircumstances which were not specified by the company.    B.C. Resources said subsidiaries Westar Timber and WestarPetroleum have settled revised lending agreements, but debtdiscussions regarding subsidiary Westar Mining are continuing. Reuter&#3;
reut2-005.sgm, ARGENTINE DEBT TALKS DIFFICULT - CENTRAL BANK, Central Bank President Jose LuisMachinea said negotiations with creditor banks on Argentina's30 billion dlr private sector foreign debt were difficult.    "There is considerable divergence with the banks. We musttry to get them to lower the spreads," Machinea told Reuter.    He said negotiations with the steering committee for thecountry's creditor banks in New York would not end next week.    Machinea leaves for New York tomorrow with TreasurySecretary Mario Brodersohn to complete Argentina's team atnegotiations with the steering committee for a 2.15 biilion dlrloan to see the country through 1987.    Machinea said Argentina had World Bank support. He said heand Economy Minister Juan Sourrouille had discussed Argentina'sloan request with World Bank Vice-President David Knox, who iscurrently in Buenos Aires.    Argentina is aiming at four pct growth in 1987 and has saidthis target is not negotiable. It has indicated that it wouldnot put payment of interest due on its foreign debt ahead ofits growth target if the loan was not granted.    The United States and 12 other industrial nations grantedArgentina a 500 mln dlr bridge which was received this week.    Talks on the 2.15 billion dlr lona began in January. Reuter&#3;
reut2-005.sgm, U.S. PRODUCER ENERGY PRICES RISE IN FEBRUARY, Prices of wholesale finished energygoods in the U.S. rose 4.0 pct in February after a 9.8 pct risein January, the Labor Department said.    The Producer Price Index for finished energy goods fell by20.9 pct in the past 12 months.    Heating oil prices rose 3.0 pct in February after a 18.0pct rise in January, the department said.    Gasoline prices rose by 5.5 pct last month after a 15.7pct January rise, the department said. Natural gas prices rose1.8 pct after a 4.2 pct rise in January.    Crude oil prices rose 4.4 pct in February, after a 19.7 pctJanuary rise and were off 21.3 pct from the year ago level. Reuter&#3;
reut2-005.sgm, UNION CARBIDE &lt;UK> DEBT UPGRADED BY S/P, Standard and Poor's Corp said itupgraded 1.2 billion dlrs of debt of Union Carbide Corp and itsaffiliate, DCS Capital Corp.    Raised were the pair's senior debt to BB-plus fromBB-minus. Union Carbide's subordinated debt was upgraded toBB-minus from B.    S and P said the action reflected several positive factorswhich emerged over the past year, including a better balance ofsupply and demand in the chemical industry. Union Carbide hasalso benefitted from the turnaround in foreign exchange ratesand lower feedstock costs, the agency noted.    Standard and Poor's said the company's asset sales, andsubsequent use of the proceeds for debt reduction, exceeded thecorporate plan of a year ago.    The rating agency also pointed out that Union Carbide'ssuccessful refinancing of more than 2.5 billion dlrs oflong-term debt has resulted in a substantially lower interestburden. Reuter&#3;
reut2-005.sgm, U.S. EARLY MARCH CAR SALES OFF 2.2 PCT, Retail sales of new cars by U.S.automakers eased 2.2 pct in early March to the weakest levelssince 1983, with industry giant General Motors Corp &lt;GM> down9.3 pct.    Ford Motor Co &lt;F> and Chrysler Corp &lt;C> both had gains.    The decline by GM continued its trend of weaker sales sincethe beginning of the 1987 model year, which has forced theworld's biggest corporation to cut its car production severaltimes through temporary and permanent layoffs at variousplants.    Relatively weaker sales by all of the Detroit Big Threecarmakers have compelled the companies to offer a string ofsales incentives including cash rebates and below-marketinterest loans in an effort to reignite the market.    Incentives apparently had some success, analysts said, asthe seasonally adjusted annualized sales rate improved to 7.5mln compared with about 7.0 mln in late February. The eightdomestic carmakers sold 8.2 mln units during 1986.    GM said its sales of domestic-built cars in the March 1-10period declined to 97,487 from 104,952 a year ago while trucksales rose 14.4 pct to 40,131 from 35,081. There were eightselling days in each period.    Despite the lower car sales, the giant automaker had abright spot as its Chevrolet division, which is launching anational sales campaign this month for its new Corsica andBeretta compact cars, was up almost 21 pct when onlydomestic-built cars were counted. GM's Buick division was alsoup, by 11.4 pct, while Cadillac was down 7.8 pct, Pontiac wasoff 10.8 pct and Oldsmobile plunged 41 pct.    GM also showed an improvement in its market share to 53.6pct from 48.1 pct in late February, which analysts said waspartly due to the increasing sales for the new Chevrolets.    Meanwhile, Ford said its car sales rose 5.9 pct to 50,407compared with 47,592 a year ago while truck sales gained by12.6 pct to 35,814 from 31,811.    Number three Chrysler's car sales gained to 0.4 pct to25,286 from 25,191 while its truck sales gained 15 pct to15,565 from 13,585. The truck sales were a record for theperiod, the company said.    Among the smaller makers, Honda &lt;HMC> said domestic carsales rose 16 pct to 4,394 from 3,786 and Volkswagen of Americarose 4.9 pct to 849 from 809.    American Motors Corp &lt;AMO> fell 57 pct to 760 from 1,780for cars but rose 18 pct in jeep sales to 4,500 from 3,800.    Nissan &lt;NSANY> car sales rose 19.1 pct to 2,137 from 1,794and gained 3.6 pct on trucks to 1,686 from 1,628. Toyota&lt;TOYOY> said it sold 500 U.S.-built cars compared with none ayear ago. Reuter&#3;
reut2-005.sgm, U.S. COTTON CERTIFICATE EXPIRATION DATE EXTENDED, Expiration dates on upland cottoncertificates issued under the 1986 upland cotton program arebeing extended, the Agriculture Department announced.    The certificates are being extended because of a shortageof Commodity Credit Corporation inventory available forexchange with certificates, USDA undersecretary Danial Amstutzsaid.    Presently, upland cotton commodity certificates expire ninemonths from the last day of the month of issuance.    Under the new procedure, all current outstanding and allnew upland cotton certificates issued under the 1986 uplandcotton program will have an expiration date of either February29, 1988, or nine months from the last day of the month inwhich the certificate is issued, whichever is later. Reuter&#3;
reut2-005.sgm, S/P DOWNGRADES MICHIGAN GENERAL &lt;MGL> DEBT, Standard and Poor's Corp said it cutto C from CCC-minus Michigan General Corp's 110 mln dlrs of10-3/4 pct senior subordinated debentures due 1998.    S and P said if Michigan General's exchange offer for thedebentures is not successful, the firm anticipates it willdefault on the June 1 interest payment and will have to seekprotection from creditors under the Federal Bankruptcy Act.    The exchange offer faces numerous obstacles, including thetender of at least 90 pct of the debentures and additionalfinancing from lenders, S and P noted.    The company's implied senior debt rating is CCC-minus. Reuter&#3;
reut2-005.sgm, BNL ANNOUNCES NET 1986 PROFITS IN BANK SECTOR, State-owned &lt;Banca Nazionale del LavoroBNL> said 1986 profits for its banking activities equalled 155billion lire against 146 billion lire in 1985.    Consolidated 1986 results for BNL, which also has interestsin tourism, public works, industrial credit and other sectors,are expected to be announced later this year.    The results for the banking sector are to be presented at ashareholders meeting scheduled for April 29. Reuter&#3;
reut2-005.sgm, APPLIED DNA SYSTEMS INC &lt;ADNA> 4TH QTR LOSS, Shr loss one ct vs nil    Net loss 148,007 vs loss 58,863    Revs 198,919 vs 133,071    Avg shrs 7,476,433 vs 6,633,989    Year    Shr loss three cts vs loss six cts    Net loss 230,949 vs 424,719    Revs 666,626 vs 509,971    NOTE: Amounts include losses of a 50 pct owned scientificdevelopment affiliate, Analytical Biosystems Corp. Reuter&#3;
reut2-005.sgm, OILMAN HAS 8.7 PCT OF QED EXPLORATION &lt;QEDX>, Kansas oilman Nicholas Powell toldthe Securities and Exchange Commission he has acquired 195,000shares of QED Exploration Inc, or 8.7 pct of the totaloutstanding common stock.    Powell, who heads Prairie Resources Corp and Mack C. ColtInc, both Kansas oil and gas exploration companies, said hebought the stock for investment purposes.    Powell, who said he has already spent 609,831 dlrs on hisQED stock, said he plans to buy more shares as long as heconsiders them to be undervalued. Reuter&#3;
reut2-005.sgm, TEXAS AIR &lt;TEX> NAMES BRITT AIRWAYS PRESIDENT, Texas Air Corp said it named NormanMcInnis as president of its Britt Airways unit, succeeding BillBritt, who retired March one.    McInnis, former president of Royale Airlines, most recentlywas a consultant to the commuter airline industry. Reuter&#3;
reut2-005.sgm, JOHN LABATT LTD 3RD QTR SHR DILUTED 32 CTS VS 30 CTS, 
reut2-005.sgm, ARMATRON &lt;ART> NEGOTIATES NEW CREDIT LINE, Armatron International Inc saidit negotiated a new seasonal line of credit with three lendersfor 10 mln dlrs for working capital requirements to support itslawn and garden product line. Reuter&#3;
reut2-005.sgm, LIFESTYLE RESTAURANTS INC &lt;LIF> 1ST QTR JAN 24, Shr loss 31 cts vs loss eight cts    Net loss 1,780,000 vs loss 449,000    Revs 13.9 mln vs 17.8 mln    NOTE: Current 1st qtr loss included a gain of 870,000 dlrsand 70,000 dlrs from the sale of restaurant leases. Reuter&#3;
reut2-005.sgm, TREASURY BALANCES AT FED ROSE ON MARCH 12, Treasury balances at the FederalReserve rose on March 12 to 3.038 billion dlrs on March 12 from2.715 billion dlrs the previous business day, the Treasury saidin its latest budget statement.    Balances in tax and loan note accounts fell to 7.623billion dlrs from 8.870 billion dlrs on the same respectivedays.    The Treasury's operating cash balance totaled 10.661billion dlrs on March 12 compared with 11.586 billion dlrs onMarch 11. Reuter&#3;
reut2-005.sgm, SIERRA HEALTH SERVICES INC &lt;SIE> 4TH QTR LOSS, Shr loss 52 cts vs profit six cts    Net loss 2,943,000 vs profit 334,000    Revs 33.5 mln vs 18.5 mln    Year    Shr loss 1.57 dlrs vs profit 16 cts    Net loss 8,781,000 vs profit 792,000    Revs 116.0 mln vs 56.5 mln Reuter&#3;
